country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
China,2022,Gold,Import,7137768,0.102,1.9735755573906
Colombia,2022,Gold,Import,16350,10.481,10.17724
Colombia,2022,Gold,Import,2820,,10.17724
Colombia,2022,Gold,Import,5912,,10.17724
Colombia,2022,Gold,Import,12332,0.001,10.17724
Costa Rica,2022,Gold,Import,172152,125.948,8.27477490232662
Costa Rica,2022,Gold,Import,12098226,0.298,8.27477490232662
Costa Rica,2022,Gold,Import,1037223,0.151,8.27477490232662
Cuba,2022,Gold,Import,4260,0.006,
Cyprus,2022,Gold,Import,618,0.001,8.3954829799334
Czechia,2022,Gold,Import,7864,0.005,15.10017
Czechia,2022,Gold,Import,1795728,0.011,15.10017
Czechia,2022,Gold,Import,211249,0.005,15.10017
Denmark,2022,Gold,Import,675,0.003,7.696567
Denmark,2022,Gold,Import,101054,0.012,7.696567
Denmark,2022,Gold,Import,8739,0.007,7.696567
Dominica,2022,Gold,Import,10317,2.684,7.475
Dominica,2022,Gold,Import,38,,7.475
Dominica,2022,Gold,Import,97,,7.475
Dominican Rep.,2022,Gold,Import,177842,43.49,8.81109209279581
Dominican Rep.,2022,Gold,Import,11885476,1.289,8.81109209279581
Dominican Rep.,2022,Gold,Import,62478654,1.423,8.81109209279581
Ecuador,2022,Gold,Import,37293,4.016,3.46616972213077
Ecuador,2022,Gold,Import,5214,,3.46616972213077
Ecuador,2022,Gold,Import,10762,0.002,3.46616972213077
El Salvador,2022,Gold,Import,15402,3.227,7.19861615609868
El Salvador,2022,Gold,Import,748384,0.02,7.19861615609868
El Salvador,2022,Gold,Import,2079,,7.19861615609868
Equatorial Guinea,2022,Gold,Import,71356,44.52,4.78671704710803
Estonia,2022,Gold,Import,466,0.13,19.39826
Estonia,2022,Gold,Import,2562640,0.041,19.39826
Estonia,2022,Gold,Import,327036,0.013,19.39826
Finland,2022,Gold,Import,114,,7.123507
Finland,2022,Gold,Import,12038,0.002,7.123507
Finland,2022,Gold,Import,50265,0.004,7.123507
France,2022,Gold,Import,717010,190.029,5.222367
France,2022,Gold,Import,133331,0.44,5.222367
France,2022,Gold,Import,3055676,0.055,5.222367
France,2022,Gold,Import,4509095,1.149,5.222367
French Polynesia,2022,Gold,Import,9208,1.521,
French Polynesia,2022,Gold,Import,3225,0.002,
Germany,2022,Gold,Import,12293,10.68,6.872574
Germany,2022,Gold,Import,315136,0.005,6.872574
Germany,2022,Gold,Import,272807341,6.523,6.872574
Germany,2022,Gold,Import,14522308,0.31,6.872574
Ghana,2022,Gold,Import,491,0.26,31.2558951049016
Greece,2022,Gold,Import,315,0.001,9.645261
Guatemala,2022,Gold,Import,449475,202.624,6.88512823344285
Guatemala,2022,Gold,Import,1374073,0.036,6.88512823344285
Guatemala,2022,Gold,Import,27813,0.09,6.88512823344285
Guyana,2022,Gold,Import,16644,5.763,6.018061288707845
Guyana,2022,Gold,Import,4519,,6.018061288707845
Haiti,2022,Gold,Import,6051,2.7,33.9839319470699
Honduras,2022,Gold,Import,59615,24.318,9.08963911525029
Honduras,2022,Gold,Import,148177,0.002,9.08963911525029
Honduras,2022,Gold,Import,22403,,9.08963911525029
"China, Hong Kong SAR",2022,Gold,Import,324411,109.148,1.88136707196846
"China, Hong Kong SAR",2022,Gold,Import,6944069,0.124,1.88136707196846
"China, Hong Kong SAR",2022,Gold,Import,1294846122,24.213,1.88136707196846
"China, Hong Kong SAR",2022,Gold,Import,18251423,0.464,1.88136707196846
Hungary,2022,Gold,Import,5848,,14.60814
Hungary,2022,Gold,Import,75,,14.60814
Hungary,2022,Gold,Import,37124,0.035,14.60814
Iceland,2022,Gold,Import,7550,1.006,8.308754
Iceland,2022,Gold,Import,670,,8.308754
Iceland,2022,Gold,Import,4631,0.001,8.308754
Iceland,2022,Gold,Import,28818,0.021,8.308754
Indonesia,2022,Gold,Import,1,0.001,4.209456
Indonesia,2022,Gold,Import,26991399,0.485,4.209456
Indonesia,2022,Gold,Import,48401,0.019,4.209456
Iraq,2022,Gold,Import,439100,0.007,4.99476596381039
Ireland,2022,Gold,Import,1733,,7.807375
Ireland,2022,Gold,Import,1522847,0.034,7.807375
Ireland,2022,Gold,Import,9979870,0.288,7.807375
Israel,2022,Gold,Import,114274,72.202,4.393597
Israel,2022,Gold,Import,17609,,4.393597
Israel,2022,Gold,Import,2389000,0.042,4.393597
Israel,2022,Gold,Import,7387606,0.123,4.393597
Italy,2022,Gold,Import,73768,8.791,8.20129
Italy,2022,Gold,Import,45974,0.002,8.20129
Italy,2022,Gold,Import,167122055,2.937,8.20129
Italy,2022,Gold,Import,61924092,18.75,8.20129
Jamaica,2022,Gold,Import,96468,54.326,10.3495688391272
Japan,2022,Gold,Import,2450958,821.753,2.508333
Japan,2022,Gold,Import,550555,0.004,2.508333
Japan,2022,Gold,Import,88039,0.002,2.508333
Japan,2022,Gold,Import,7280034,0.161,2.508333
Kazakhstan,2022,Gold,Import,714,,14.35558032491703
Jordan,2022,Gold,Import,11345,4.07,4.22915568897118
Jordan,2022,Gold,Import,978030,0.017,4.22915568897118
Rep. of Korea,2022,Gold,Import,191180,34.287,
Rep. of Korea,2022,Gold,Import,995372,0.006,
Rep. of Korea,2022,Gold,Import,7201824,0.139,
Rep. of Korea,2022,Gold,Import,2365675,0.301,
Kuwait,2022,Gold,Import,8023,5.872,4.0640271869424005
Kuwait,2022,Gold,Import,66113,0.001,4.0640271869424005
Kuwait,2022,Gold,Import,1069786,0.002,4.0640271869424005
Kuwait,2022,Gold,Import,1005879,0.019,4.0640271869424005
Lao People's Dem. Rep.,2022,Gold,Import,396381,0.007,22.9562225132054
Lao People's Dem. Rep.,2022,Gold,Import,182125,0.004,22.9562225132054
Lebanon,2022,Gold,Import,16954800,0.272,189.4364086159759
Latvia,2022,Gold,Import,1853,,17.31029
Lithuania,2022,Gold,Import,329,0.005,19.70505
Lithuania,2022,Gold,Import,4149,,19.70505
Lithuania,2022,Gold,Import,426,,19.70505
Lithuania,2022,Gold,Import,621,0.001,19.70505
"China, Macao SAR",2022,Gold,Import,3147,1.498,1.04502802369954
"China, Macao SAR",2022,Gold,Import,121749,0.003,1.04502802369954
"China, Macao SAR",2022,Gold,Import,3900395,0.07,1.04502802369954
Malaysia,2022,Gold,Import,21788,8.986,3.37869862549938
Malaysia,2022,Gold,Import,9575502,0.181,3.37869862549938
Malaysia,2022,Gold,Import,22964013,0.448,3.37869862549938
Maldives,2022,Gold,Import,2545,0.594,2.33314337624571
Maldives,2022,Gold,Import,258,,2.33314337624571
Malta,2022,Gold,Import,98,,6.15375621933034
Mauritius,2022,Gold,Import,552,0.203,10.7737512242899
Mexico,2022,Gold,Import,11352074,6046.879,7.896276
Mexico,2022,Gold,Import,1873753,0.032,7.896276
Mexico,2022,Gold,Import,61297808,0.644,7.896276
Mexico,2022,Gold,Import,19185736,7.942,7.896276
"Other Asia, nes",2022,Gold,Import,19287,2.439,
"Other Asia, nes",2022,Gold,Import,957246,0.015,
"Other Asia, nes",2022,Gold,Import,374094,0.007,
"Other Asia, nes",2022,Gold,Import,63392716,1.075,
Mongolia,2022,Gold,Import,149,0.024,15.1479560897225
Montserrat,2022,Gold,Import,8662,2.637,
Morocco,2022,Gold,Import,270146,0.005,6.65704202759063
Morocco,2022,Gold,Import,17865,0.001,6.65704202759063
Oman,2022,Gold,Import,9157,6.318,2.81184097477153
Oman,2022,Gold,Import,36785485,0.643,2.81184097477153
Oman,2022,Gold,Import,8747887,0.152,2.81184097477153
Namibia,2022,Gold,Import,15,,6.08128114112414
Nepal,2022,Gold,Import,4043151,0.012,7.593104050705884
Netherlands,2022,Gold,Import,11881,11.528,10.00121
Netherlands,2022,Gold,Import,288992,0.01,10.00121
Netherlands,2022,Gold,Import,194383,0.005,10.00121
Netherlands,2022,Gold,Import,2823948,0.131,10.00121
Aruba,2022,Gold,Import,180652,102.545,5.52
Aruba,2022,Gold,Import,82951,0.001,5.52
Saint Maarten,2022,Gold,Import,56960,36.513,
Saint Maarten,2022,Gold,Import,10624,,
New Zealand,2022,Gold,Import,2,0.01,7.172225
New Zealand,2022,Gold,Import,2139,,7.172225
New Zealand,2022,Gold,Import,1746771,0.043,7.172225
New Zealand,2022,Gold,Import,3169695,0.055,7.172225
Nicaragua,2022,Gold,Import,7818,0.945,10.4674244465991
Nicaragua,2022,Gold,Import,3803,0.005,10.4674244465991
Niger,2022,Gold,Import,8734,1.345,4.22621791916396
Norway,2022,Gold,Import,3434,0.482,5.764123
Norway,2022,Gold,Import,2749,,5.764123
Norway,2022,Gold,Import,53652,0.002,5.764123
Pakistan,2022,Gold,Import,66435,0.001,19.8738599646653
Pakistan,2022,Gold,Import,13581823,0.232,19.8738599646653
Pakistan,2022,Gold,Import,645241,0.008,19.8738599646653
Panama,2022,Gold,Import,180810,125.01,2.85748282185325
Panama,2022,Gold,Import,1263210,0.17,2.85748282185325
Panama,2022,Gold,Import,356043,0.711,2.85748282185325
Papua New Guinea,2022,Gold,Import,188,,5.262323664606126
Paraguay,2022,Gold,Import,17340,8.935,9.76556667164399
Peru,2022,Gold,Import,279352,0.005,8.33370630096232
Peru,2022,Gold,Import,168826307,2.901,8.33370630096232
Peru,2022,Gold,Import,1217442,0.024,8.33370630096232
Philippines,2022,Gold,Import,33499,16.692,5.82115811213952
Philippines,2022,Gold,Import,97843,0.001,5.82115811213952
Philippines,2022,Gold,Import,2219186,0.065,5.82115811213952
Poland,2022,Gold,Import,936,,14.3
Poland,2022,Gold,Import,213794,0.003,14.3
Poland,2022,Gold,Import,4359492,0.162,14.3
Portugal,2022,Gold,Import,2829,,7.832691
Portugal,2022,Gold,Import,663127,0.013,7.832691
Portugal,2022,Gold,Import,135446,0.002,7.832691
Qatar,2022,Gold,Import,127735,16.284,4.99527553740761
Qatar,2022,Gold,Import,299366,,4.99527553740761
Saint Kitts and Nevis,2022,Gold,Import,161818,97.767,
Saint Kitts and Nevis,2022,Gold,Import,6492,,
Saint Lucia,2022,Gold,Import,9360,3.312,
Saint Vincent and the Grenadines,2022,Gold,Import,4038,1.442,
Saudi Arabia,2022,Gold,Import,22551,5.813,2.474074
Saudi Arabia,2022,Gold,Import,4794,0.001,2.474074
Saudi Arabia,2022,Gold,Import,25900064,0.5,2.474074
Saudi Arabia,2022,Gold,Import,4700,,2.474074
Seychelles,2022,Gold,Import,1505,0.767,2.6260363285127752
India,2022,Gold,Import,40864,16.907,5.90043
India,2022,Gold,Import,3829912,0.05,5.90043
India,2022,Gold,Import,1732624717,36.686,5.90043
India,2022,Gold,Import,67542315,1.307,5.90043
Singapore,2022,Gold,Import,119828,28.185,6.12106004039414
Singapore,2022,Gold,Import,1617756,0.034,6.12106004039414
Singapore,2022,Gold,Import,776524856,13.007,6.12106004039414
Singapore,2022,Gold,Import,237525381,5.123,6.12106004039414
Slovakia,2022,Gold,Import,1128,,
Slovakia,2022,Gold,Import,9195,,
Viet Nam,2022,Gold,Import,85192,62.121,3.15650749963111
Viet Nam,2022,Gold,Import,6241002,0.129,3.15650749963111
Viet Nam,2022,Gold,Import,6306114,0.108,3.15650749963111
Slovenia,2022,Gold,Import,654,,8.833699
Slovenia,2022,Gold,Import,88125,0.004,8.833699
South Africa,2022,Gold,Import,4712,0.026,7.039727
South Africa,2022,Gold,Import,1142137,0.01,7.039727
South Africa,2022,Gold,Import,58487,0.064,7.039727
Spain,2022,Gold,Import,5080,0.826,8.390576
Spain,2022,Gold,Import,212006,0.012,8.390576
Spain,2022,Gold,Import,248,,8.390576
Spain,2022,Gold,Import,940796,0.048,8.390576
Eswatini,2022,Gold,Import,14940,,
Sweden,2022,Gold,Import,488321,0.021,8.369291
Sweden,2022,Gold,Import,2702060,0.099,8.369291
Switzerland,2022,Gold,Import,7173,1.241,2.835028
Switzerland,2022,Gold,Import,1781,,2.835028
Switzerland,2022,Gold,Import,21494157265,382.337,2.835028
Switzerland,2022,Gold,Import,23294225,0.535,2.835028
Thailand,2022,Gold,Import,4164,0.522,6.07741228434321
Thailand,2022,Gold,Import,46049,0.002,6.07741228434321
Thailand,2022,Gold,Import,145520437,2.589,6.07741228434321
Thailand,2022,Gold,Import,3976592,0.276,6.07741228434321
Tonga,2022,Gold,Import,107,0.007,10.9713652903022
Trinidad and Tobago,2022,Gold,Import,11948,2.367,5.54308418631475
Trinidad and Tobago,2022,Gold,Import,18315,,5.54308418631475
Trinidad and Tobago,2022,Gold,Import,402845,0.007,5.54308418631475
Trinidad and Tobago,2022,Gold,Import,7312,,5.54308418631475
United Arab Emirates,2022,Gold,Import,155679,51.737,4.82788859594433
United Arab Emirates,2022,Gold,Import,6608045,0.122,4.82788859594433
United Arab Emirates,2022,Gold,Import,1094906513,18.236,4.82788859594433
United Arab Emirates,2022,Gold,Import,2577717,0.057,4.82788859594433
Tunisia,2022,Gold,Import,65642,0.004,8.30646124447628
TÃ¼rkiye,2022,Gold,Import,324695,249.369,
TÃ¼rkiye,2022,Gold,Import,547953,0.01,
TÃ¼rkiye,2022,Gold,Import,332754335,5.892,
TÃ¼rkiye,2022,Gold,Import,2771087,0.078,
Turks and Caicos Isds,2022,Gold,Import,9286,3.775,
Ukraine,2022,Gold,Import,3737,,20.1836366617479
Ukraine,2022,Gold,Import,40188,0.001,20.1836366617479
Egypt,2022,Gold,Import,12899,5.114,13.8956609775178
United Kingdom,2022,Gold,Import,175125,142.995,7.9
United Kingdom,2022,Gold,Import,723349,0.012,7.9
United Kingdom,2022,Gold,Import,1586875160,9.754,7.9
United Kingdom,2022,Gold,Import,5412723981,111.93,7.9
Uruguay,2022,Gold,Import,13781,24.0,9.10437983075442
Uruguay,2022,Gold,Import,844,,9.10437983075442
Samoa,2022,Gold,Import,1406,0.433,10.9618822286845
Samoa,2022,Gold,Import,3330,,10.9618822286845
Belgium,2022,Gold,Import,410100,0.008,9.597511
France,2022,Gold,Import,21,0.004,5.222367
France,2022,Gold,Import,3071488,0.03,5.222367
Italy,2022,Gold,Import,11829328,0.231,8.20129
Italy,2022,Gold,Import,13310794,0.259,8.20129
Rep. of Korea,2022,Gold,Import,32738,0.001,
Rep. of Korea,2022,Gold,Import,32726,0.001,
Mali,2022,Gold,Import,169102863,2.955,9.78539374616166
Niger,2022,Gold,Import,113,1.0,4.22621791916396
Poland,2022,Gold,Import,29330,0.001,14.3
Poland,2022,Gold,Import,29307,0.001,14.3
India,2022,Gold,Import,31163212,0.653,5.90043
India,2022,Gold,Import,19124281,0.355,5.90043
Switzerland,2022,Gold,Import,3023257715,61.445,2.835028
Switzerland,2022,Gold,Import,2966249001,51.265,2.835028
United Arab Emirates,2022,Gold,Import,445676992,8.119,4.82788859594433
United Arab Emirates,2022,Gold,Import,180888965,3.067,4.82788859594433
TÃ¼rkiye,2022,Gold,Import,554459,0.011,
Austria,2022,Gold,Import,415,0.158,8.54687
Italy,2022,Gold,Import,707968,0.016,8.20129
Switzerland,2022,Gold,Import,4725445,0.081,2.835028
USA,2022,Gold,Import,77436,0.002,
Azerbaijan,2022,Gold,Import,545,0.16,13.8522590144267
Belarus,2022,Gold,Import,305015,242.97,15.2096752740809
China,2022,Gold,Import,112757515,2.005,1.9735755573906
Germany,2022,Gold,Import,13359153,0.246,6.872574
Italy,2022,Gold,Import,23275369,0.4,8.20129
Kazakhstan,2022,Gold,Import,46971,59.613,14.35558032491703
Mongolia,2022,Gold,Import,13629,12.66,15.1479560897225
Nepal,2022,Gold,Import,2235,,7.593104050705884
Russian Federation,2022,Gold,Import,14573852,14145.348,11.531440913630917
Switzerland,2022,Gold,Import,4274946473,74.889,2.835028
United Arab Emirates,2022,Gold,Import,135077221,2.443,4.82788859594433
Turkmenistan,2022,Gold,Import,24,0.01,11.476
United Kingdom,2022,Gold,Import,622094353,9.992,7.9
Lebanon,2022,Gold,Import,147411399,2.86,189.4364086159759
Portugal,2022,Gold,Import,1365,0.542,7.832691
USA,2022,Gold,Import,5523058,0.103,
Australia,2022,Gold,Import,24408,18.596,6.594097
New Zealand,2022,Gold,Import,15595,13.108,7.172225
Tokelau,2022,Gold,Import,23,0.05,
Oman,2022,Gold,Import,273303,0.005,2.81184097477153
Nepal,2022,Gold,Import,479,,7.593104050705884
United Arab Emirates,2022,Gold,Import,96225753,1.619,4.82788859594433
Germany,2022,Gold,Import,1391,1.026,6.872574
Malaysia,2022,Gold,Import,5189,,3.37869862549938
Mauritius,2022,Gold,Import,203853,0.005,10.7737512242899
South Africa,2022,Gold,Import,16570,,7.039727
South Africa,2022,Gold,Import,54720490,0.967,7.039727
United Arab Emirates,2022,Gold,Import,1738235978,26.705,4.82788859594433
United Arab Emirates,2022,Gold,Import,394268,0.007,4.82788859594433
Bahrain,2023,Gold,Import,1375,0.846,0.075
Kazakhstan,2023,Gold,Import,126,0.225,14.522
Bosnia Herzegovina,2023,Gold,Import,515,0.425,6.098
France,2023,Gold,Import,39,0.024,5.663
Italy,2023,Gold,Import,1369278,1236.82,5.903
Italy,2023,Gold,Import,803842,0.02,5.903
Netherlands,2023,Gold,Import,7698,4.659,4.118
Switzerland,2023,Gold,Import,928,,2.135
United Arab Emirates,2023,Gold,Import,23031804,0.397,1.624
TÃ¼rkiye,2023,Gold,Import,3146954,0.073,
Canada,2023,Gold,Import,139,0.038,3.885
France,2023,Gold,Import,34,0.001,5.663
United Arab Emirates,2023,Gold,Import,2530994,0.047,1.624
Samoa,2023,Gold,Import,86,0.03,11.981
Spain,2023,Gold,Import,70,0.018,3.4
Spain,2023,Gold,Import,3964337,0.068,3.4
Belize,2023,Gold,Import,591,0.3,4.399
Congo,2023,Gold,Import,540,1.4,4.31
Dem. Rep. of the Congo,2023,Gold,Import,394,0.04,19.894
Gambia,2023,Gold,Import,82,0.05,16.966
"China, Hong Kong SAR",2023,Gold,Import,2255,0.3,2.097
Liberia,2023,Gold,Import,8295,1.64,10.094
Netherlands,2023,Gold,Import,125,0.136,4.118
Norway,2023,Gold,Import,55,0.034,5.518
Marshall Isds,2023,Gold,Import,24,0.04,
Portugal,2023,Gold,Import,6266,6.014,5.264
Portugal,2023,Gold,Import,1750582,0.034,5.264
United Arab Emirates,2023,Gold,Import,19406455,0.573,1.624
USA,2023,Gold,Import,7212,3.816,
Montserrat,2023,Gold,Import,100,0.023,
Netherlands,2023,Gold,Import,116,0.071,4.118
United Arab Emirates,2023,Gold,Import,49914,0.001,1.624
Switzerland,2023,Gold,Import,162663841,6.315,2.135
United Arab Emirates,2023,Gold,Import,46349516,0.731,1.624
Austria,2023,Gold,Import,5,0.001,7.712
Brazil,2023,Gold,Import,984,0.335,4.594
Canada,2023,Gold,Import,628083,436.952,3.885
Canada,2023,Gold,Import,171950300,4.329,3.885
Finland,2023,Gold,Import,9463,0.482,4.34
Germany,2023,Gold,Import,355221,0.006,6.03
Ghana,2023,Gold,Import,594461,0.447,39.21
Ghana,2023,Gold,Import,1038580,0.564,39.21
Maldives,2023,Gold,Import,79,0.006,2.605
Peru,2023,Gold,Import,7,0.02,6.269
India,2023,Gold,Import,303155766,15.609,5.361
Switzerland,2023,Gold,Import,1075818601,183.162,2.135
United Arab Emirates,2023,Gold,Import,3563438,0.062,1.624
United Arab Emirates,2023,Gold,Import,7760669,0.12,1.624
USA,2023,Gold,Import,850996,1360.979,
USA,2023,Gold,Import,708012528,11.549,
Austria,2023,Gold,Import,38,0.015,7.712
Brazil,2023,Gold,Import,30667,,4.594
Solomon Isds,2023,Gold,Import,4455,1.272,
Cambodia,2023,Gold,Import,3206,1.228,2.132
Canada,2023,Gold,Import,149072097,2.557,3.885
Canada,2023,Gold,Import,268911,0.037,3.885
Sri Lanka,2023,Gold,Import,483975,0.008,17.365
China,2023,Gold,Import,9430,13.332,0.228
China,2023,Gold,Import,3706027688,133.852,0.228
China,2023,Gold,Import,2840357030,17.004,0.228
Czechia,2023,Gold,Import,60003,0.001,10.661
Czechia,2023,Gold,Import,8151,,10.661
Denmark,2023,Gold,Import,2005,0.001,3.353
Denmark,2023,Gold,Import,201,,3.353
Estonia,2023,Gold,Import,2040,,9.116
Fiji,2023,Gold,Import,2248,0.25,2.3
Finland,2023,Gold,Import,2309,,4.34
France,2023,Gold,Import,1115,0.003,5.663
France,2023,Gold,Import,2219,,5.663
France,2023,Gold,Import,2197,,5.663
Germany,2023,Gold,Import,21037989,0.434,6.03
Germany,2023,Gold,Import,11718204,0.443,6.03
Ghana,2023,Gold,Import,17757,0.047,39.21
Kiribati,2023,Gold,Import,3458,0.712,9.25
"China, Hong Kong SAR",2023,Gold,Import,13402,11.812,2.097
"China, Hong Kong SAR",2023,Gold,Import,4067803830,71.724,2.097
"China, Hong Kong SAR",2023,Gold,Import,1407395195,17.579,2.097
Indonesia,2023,Gold,Import,819289699,13.356,3.713
Iraq,2023,Gold,Import,117276,0.002,4.416
Ireland,2023,Gold,Import,5234,0.96,5.201
Ireland,2023,Gold,Import,200,,5.201
Ireland,2023,Gold,Import,93415,0.002,5.201
Israel,2023,Gold,Import,5000,3.082,4.208
Israel,2023,Gold,Import,10000,,4.208
Israel,2023,Gold,Import,297105,0.005,4.208
Italy,2023,Gold,Import,188141,0.003,5.903
CÃ´te d'Ivoire,2023,Gold,Import,3633,,
Japan,2023,Gold,Import,60975,0.568,3.269
Japan,2023,Gold,Import,17332,,3.269
Japan,2023,Gold,Import,64635,0.003,3.269
Rep. of Korea,2023,Gold,Import,304515101,5.171,
Rep. of Korea,2023,Gold,Import,190516533,2.677,
Kuwait,2023,Gold,Import,109516,0.003,3.642
Kuwait,2023,Gold,Import,39772,0.002,3.642
Lao People's Dem. Rep.,2023,Gold,Import,7550,,31.23
Lebanon,2023,Gold,Import,257940,0.004,221.343
Lebanon,2023,Gold,Import,132765,0.002,221.343
Malaysia,2023,Gold,Import,3871,3.299,2.489
Malaysia,2023,Gold,Import,2264263,0.035,2.489
Malaysia,2023,Gold,Import,66819253,1.083,2.489
Malaysia,2023,Gold,Import,105219757,1.612,2.489
Maldives,2023,Gold,Import,2847,0.371,2.605
Mali,2023,Gold,Import,3032,,2.059
Mauritius,2023,Gold,Import,22519,7.341,7.045
"Other Asia, nes",2023,Gold,Import,211852,0.003,
"Other Asia, nes",2023,Gold,Import,11170,,
Oman,2023,Gold,Import,266740,0.005,0.952
Nauru,2023,Gold,Import,723,0.065,4.782
Netherlands,2023,Gold,Import,119,0.034,4.118
Netherlands,2023,Gold,Import,1611,,4.118
New Caledonia,2023,Gold,Import,6154,0.562,5.87993463284275
New Caledonia,2023,Gold,Import,19038,,5.87993463284275
New Caledonia,2023,Gold,Import,18297,0.001,5.87993463284275
Vanuatu,2023,Gold,Import,10132,,11.183
Vanuatu,2023,Gold,Import,18242,,11.183
New Zealand,2023,Gold,Import,64212,11.896,5.733
New Zealand,2023,Gold,Import,20021,,5.733
New Zealand,2023,Gold,Import,5298288,0.086,5.733
New Zealand,2023,Gold,Import,33380152,0.489,5.733
Papua New Guinea,2023,Gold,Import,77357,54.61,2.299
Papua New Guinea,2023,Gold,Import,7513,0.001,2.299
Papua New Guinea,2023,Gold,Import,6555,,2.299
Papua New Guinea,2023,Gold,Import,4667,0.002,2.299
Philippines,2023,Gold,Import,99395,21.017,5.978
Philippines,2023,Gold,Import,450183,0.009,5.978
Philippines,2023,Gold,Import,55525,,5.978
