country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
New Zealand,2021,Gold,Import,860,0.457,3.941
Norway,2021,Gold,Import,1354,0.468,3.483881
Panama,2021,Gold,Import,1160,0.341,1.63070337301891
Philippines,2021,Gold,Import,11220,0.002,3.927180221003267
Philippines,2021,Gold,Import,9806,0.019,3.927180221003267
Qatar,2021,Gold,Import,922541,0.015,2.30446565742003
Qatar,2021,Gold,Import,6202366,0.107,2.30446565742003
Saudi Arabia,2021,Gold,Import,3916,,3.06329
India,2021,Gold,Import,783335,0.013,4.890086
Singapore,2021,Gold,Import,18137,3.431,2.30485959040487
Singapore,2021,Gold,Import,555956,0.021,2.30485959040487
Singapore,2021,Gold,Import,3122159,0.078,2.30485959040487
Singapore,2021,Gold,Import,19040111,0.544,2.30485959040487
Viet Nam,2021,Gold,Import,4852891,0.086,1.83471554810462
Viet Nam,2021,Gold,Import,1718655,0.036,1.83471554810462
Sweden,2021,Gold,Import,117,0.074,2.163197
Switzerland,2021,Gold,Import,78443051,1.525,0.5818142
Switzerland,2021,Gold,Import,15277906,0.281,0.5818142
Thailand,2021,Gold,Import,1316,0.406,1.23039541318382
Thailand,2021,Gold,Import,1177310,0.021,1.23039541318382
Thailand,2021,Gold,Import,5573311,0.096,1.23039541318382
Thailand,2021,Gold,Import,122492383,2.789,1.23039541318382
United Arab Emirates,2021,Gold,Import,20721043,0.465,0.18
United Arab Emirates,2021,Gold,Import,17948788,0.381,0.18
United Kingdom,2021,Gold,Import,45885,9.625,2.5
United Kingdom,2021,Gold,Import,636644,0.012,2.5
USA,2021,Gold,Import,86431,0.002,
USA,2021,Gold,Import,43241,0.002,
Switzerland,2021,Gold,Import,3861578,0.205,0.5818142
United Arab Emirates,2021,Gold,Import,138762,0.002,0.18
Australia,2021,Gold,Import,333420580,5.905,2.82
South Africa,2021,Gold,Import,1606086853,30.434,4.609059
Spain,2021,Gold,Import,235942,0.004,3.093135
Switzerland,2021,Gold,Import,1359036602,24.953,0.5818142
Togo,2021,Gold,Import,13650,,4.551528967848401
United Arab Emirates,2021,Gold,Import,7324042088,158.969,0.18
TÃ¼rkiye,2021,Gold,Import,8263587,0.139,
United Kingdom,2021,Gold,Import,3971865,0.068,2.5
United Kingdom,2021,Gold,Import,953820,0.016,2.5
Belgium,2021,Gold,Import,1545625,0.028,2.440248
France,2021,Gold,Import,103455,42.7,1.642331
France,2021,Gold,Import,862,0.001,1.642331
Italy,2021,Gold,Import,25788,10.771,1.873783
Italy,2021,Gold,Import,147699,0.014,1.873783
Italy,2021,Gold,Import,259481,0.006,1.873783
Netherlands,2021,Gold,Import,555,0.262,2.67572
Netherlands,2021,Gold,Import,1,,2.67572
Netherlands,2021,Gold,Import,11499,,2.67572
Netherlands,2021,Gold,Import,362,,2.67572
Canada,2021,Gold,Import,335983725,6.144,3.395193
Morocco,2021,Gold,Import,143,,1.3988288874430468
United Arab Emirates,2021,Gold,Import,8902034,0.163,0.18
TÃ¼rkiye,2021,Gold,Import,260607042,5.076,
China,2021,Gold,Import,10277,3.0,0.9
France,2021,Gold,Import,133,0.179,1.642331
France,2021,Gold,Import,123,,1.642331
"Other Asia, nes",2021,Gold,Import,11770,6.102,
United Arab Emirates,2021,Gold,Import,61925,0.001,0.18
Austria,2021,Gold,Import,23716,2.829,2.766667
Bahrain,2021,Gold,Import,22899,7.868,-0.606319385140896
Belgium,2021,Gold,Import,181989,139.2,2.440248
Bosnia Herzegovina,2021,Gold,Import,57,0.007,1.98163900587616
Canada,2021,Gold,Import,12100541,8762.153,3.395193
Canada,2021,Gold,Import,119949437,3.274,3.395193
Chile,2021,Gold,Import,46913,9.339,4.524569
China,2021,Gold,Import,36348998,0.628,0.9
Costa Rica,2021,Gold,Import,150,0.023,1.726478
Cuba,2021,Gold,Import,6563,1.507,
Dominican Rep.,2021,Gold,Import,29033,8.838,8.24292075447792
El Salvador,2021,Gold,Import,115,0.048,3.46692585313078
Finland,2021,Gold,Import,1717,0.198,2.194574
France,2021,Gold,Import,62,0.055,1.642331
France,2021,Gold,Import,17973,0.004,1.642331
Germany,2021,Gold,Import,198956,30.032,3.14297
Germany,2021,Gold,Import,53983672,0.965,3.14297
Honduras,2021,Gold,Import,171,0.038,4.48087963413448
"China, Hong Kong SAR",2021,Gold,Import,330391,0.006,1.5687583444592894
Iceland,2021,Gold,Import,63,0.041,4.444243
Ireland,2021,Gold,Import,461,0.101,2.358143
Ireland,2021,Gold,Import,4763,,2.358143
Italy,2021,Gold,Import,24405474,3.281,1.873783
Japan,2021,Gold,Import,2887840,1469.614,-0.2333528
Japan,2021,Gold,Import,6287,,-0.2333528
"Other Asia, nes",2021,Gold,Import,3796,1.482,
Netherlands,2021,Gold,Import,514990,123.004,2.67572
Panama,2021,Gold,Import,75418,32.258,1.63070337301891
Panama,2021,Gold,Import,20850,0.001,1.63070337301891
Saudi Arabia,2021,Gold,Import,33498,7.648,3.06329
India,2021,Gold,Import,179402552,3.756,4.890086
Singapore,2021,Gold,Import,145920635,2.515,2.30485959040487
Spain,2021,Gold,Import,145,0.015,3.093135
Switzerland,2021,Gold,Import,836146792,45.488,0.5818142
Switzerland,2021,Gold,Import,70592872,4.351,0.5818142
United Arab Emirates,2021,Gold,Import,2186,0.119,0.18
United Arab Emirates,2021,Gold,Import,183,,0.18
TÃ¼rkiye,2021,Gold,Import,3043552,0.057,
United Kingdom,2021,Gold,Import,1203450,401.82,2.5
United Kingdom,2021,Gold,Import,1563562707,27.09,2.5
USA,2021,Gold,Import,402524849,274381.534,
USA,2021,Gold,Import,2346001062,40.116,
USA,2021,Gold,Import,139254935,11.991,
American Samoa,2021,Gold,Import,3903,2.28,
Argentina,2021,Gold,Import,3986,0.004,48.40938
Australia,2021,Gold,Import,11100,2.661,2.82
Australia,2021,Gold,Import,2029,,2.82
Brazil,2021,Gold,Import,621655,0.015,8.30166
Canada,2021,Gold,Import,4977,3.947,3.395193
Canada,2021,Gold,Import,52,,3.395193
Sri Lanka,2021,Gold,Import,1755,0.656,7.01478071238188
Chile,2021,Gold,Import,1204,0.536,4.524569
China,2021,Gold,Import,31032155,1.162,0.9
China,2021,Gold,Import,265696,0.006,0.9
Czechia,2021,Gold,Import,763,0.052,3.839845
Estonia,2021,Gold,Import,1083,0.198,4.653167
Fiji,2021,Gold,Import,5980,3.06,0.156
France,2021,Gold,Import,1682,0.28,1.642331
French Polynesia,2021,Gold,Import,1790,1.47,
Germany,2021,Gold,Import,552798,171.529,3.14297
Germany,2021,Gold,Import,184337,0.003,3.14297
Germany,2021,Gold,Import,4536308,0.103,3.14297
"China, Hong Kong SAR",2021,Gold,Import,15317,3.019,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,494884594,9.146,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,2077509,0.033,1.5687583444592894
Indonesia,2021,Gold,Import,143,,1.560136
Ireland,2021,Gold,Import,4,0.001,2.358143
Japan,2021,Gold,Import,1254763,122.482,-0.2333528
Japan,2021,Gold,Import,4790371,0.083,-0.2333528
Japan,2021,Gold,Import,119785697,1.96,-0.2333528
Japan,2021,Gold,Import,21029120,0.415,-0.2333528
Rep. of Korea,2021,Gold,Import,6159,4.61,
Rep. of Korea,2021,Gold,Import,1431299,0.024,
Rep. of Korea,2021,Gold,Import,375507,0.009,
Lebanon,2021,Gold,Import,32493,9.5,154.75867734647767
"China, Macao SAR",2021,Gold,Import,833,0.125,0.02680224814006204
Malaysia,2021,Gold,Import,29511064,0.661,2.47710241465445
Mauritius,2021,Gold,Import,7330,6.727,4.02852888157379
Netherlands,2021,Gold,Import,148,0.088,2.67572
Netherlands,2021,Gold,Import,239,0.001,2.67572
Vanuatu,2021,Gold,Import,72,0.036,2.343
Marshall Isds,2021,Gold,Import,21270,13.366,
Panama,2021,Gold,Import,50918,29.605,1.63070337301891
Philippines,2021,Gold,Import,7511,0.016,3.927180221003267
Poland,2021,Gold,Import,2689,0.235,5.1
Senegal,2021,Gold,Import,3008,7.345,2.180322780881455
Singapore,2021,Gold,Import,17205,4.203,2.30485959040487
Singapore,2021,Gold,Import,4619,0.001,2.30485959040487
Singapore,2021,Gold,Import,5268364,0.101,2.30485959040487
South Africa,2021,Gold,Import,3127,11.069,4.609059
Suriname,2021,Gold,Import,38744,19.2,59.1117096483868
Switzerland,2021,Gold,Import,16687758,0.286,0.5818142
Switzerland,2021,Gold,Import,124932,0.002,0.5818142
Thailand,2021,Gold,Import,35530892,0.618,1.23039541318382
Thailand,2021,Gold,Import,11295829,0.055,1.23039541318382
Trinidad and Tobago,2021,Gold,Import,28216,24.498,2.0610687022900764
United Arab Emirates,2021,Gold,Import,56724,21.2,0.18
United Arab Emirates,2021,Gold,Import,626976,0.01,0.18
USA,2021,Gold,Import,34314,9.547,
USA,2021,Gold,Import,46836,0.001,
USA,2021,Gold,Import,33195186,0.692,
Rep. of Korea,2021,Gold,Import,152370994,2.662,
Switzerland,2021,Gold,Import,1104633921,21.429,0.5818142
Switzerland,2021,Gold,Import,852149000,14.588,0.5818142
United Arab Emirates,2021,Gold,Import,87676,0.002,0.18
Belarus,2021,Gold,Import,62451,0.002,9.46028389623105
Poland,2021,Gold,Import,12,0.01,5.1
Russian Federation,2021,Gold,Import,8186,44.898,6.694456
TÃ¼rkiye,2021,Gold,Import,807387,0.024,
Ukraine,2021,Gold,Import,29563,39.6,9.360625035712141
Austria,2021,Gold,Import,80666,11.748,2.766667
Cyprus,2021,Gold,Import,35894,6.138,0.492
France,2021,Gold,Import,23470,3.518,1.642331
Italy,2021,Gold,Import,493241,86.679,1.873783
Italy,2021,Gold,Import,1056219,0.022,1.873783
Japan,2021,Gold,Import,13867,0.932,-0.2333528
Liberia,2021,Gold,Import,30,0.015,7.816
Serbia,2021,Gold,Import,16070,2.504,4.08510285335103
Sierra Leone,2021,Gold,Import,33,0.005,11.874
Slovenia,2021,Gold,Import,150225,23.581,1.917065
North Macedonia,2021,Gold,Import,25732,6.543,
Austria,2021,Gold,Import,121149,54.917,2.766667
Bahrain,2021,Gold,Import,1554,0.75,-0.606319385140896
Belgium,2021,Gold,Import,107815,105.432,2.440248
Estonia,2021,Gold,Import,1526,0.849,4.653167
Finland,2021,Gold,Import,6,0.004,2.194574
France,2021,Gold,Import,2347403,701.932,1.642331
Gambia,2021,Gold,Import,42,0.005,7.37
Germany,2021,Gold,Import,191072,132.931,3.14297
Guinea,2021,Gold,Import,657,0.13,12.597
Indonesia,2021,Gold,Import,2870908,0.05,1.560136
Indonesia,2021,Gold,Import,3451672,0.06,1.560136
Ireland,2021,Gold,Import,24200,3.441,2.358143
Italy,2021,Gold,Import,6461490,0.113,1.873783
Italy,2021,Gold,Import,435970,0.015,1.873783
CÃ´te d'Ivoire,2021,Gold,Import,1701,0.627,
Liberia,2021,Gold,Import,523,0.5,7.816
Luxembourg,2021,Gold,Import,1498,0.172,2.52692
Mauritania,2021,Gold,Import,99097,483.847,3.767
Oman,2021,Gold,Import,2568,0.74,1.5466370558375635
Nepal,2021,Gold,Import,2074,,3.599
Netherlands,2021,Gold,Import,89324,43.553,2.67572
Poland,2021,Gold,Import,747665,570.476,5.1
Portugal,2021,Gold,Import,13616,16.724,1.265657
Qatar,2021,Gold,Import,57822,15.974,2.30446565742003
Saudi Arabia,2021,Gold,Import,553,0.185,3.06329
Sierra Leone,2021,Gold,Import,186,0.035,11.874
Slovenia,2021,Gold,Import,141,0.051,1.917065
Spain,2021,Gold,Import,150673,310.838,3.093135
Switzerland,2021,Gold,Import,23896,2.164,0.5818142
Switzerland,2021,Gold,Import,17688473,0.5,0.5818142
United Arab Emirates,2021,Gold,Import,103,0.021,0.18
TÃ¼rkiye,2021,Gold,Import,2,0.005,
TÃ¼rkiye,2021,Gold,Import,16909871,0.296,
TÃ¼rkiye,2021,Gold,Import,14091632,0.247,
United Kingdom,2021,Gold,Import,206587,137.821,2.5
Austria,2021,Gold,Import,45,0.011,2.766667
Cameroon,2021,Gold,Import,158,0.076,2.273371104815898
Sri Lanka,2021,Gold,Import,373,0.323,7.01478071238188
Cook Isds,2021,Gold,Import,400,0.167,
Cyprus,2021,Gold,Import,1396,0.588,0.492
Denmark,2021,Gold,Import,2227,0.729,1.853045
France,2021,Gold,Import,126358,0.004,1.642331
Germany,2021,Gold,Import,2346,2.897,3.14297
Greece,2021,Gold,Import,310,0.016,1.223826
Guam,2021,Gold,Import,275,0.08,
"China, Hong Kong SAR",2021,Gold,Import,34002509,0.618,1.5687583444592894
Mauritius,2021,Gold,Import,40,0.077,4.02852888157379
Qatar,2021,Gold,Import,4543,0.69,2.30446565742003
Saint Vincent and the Grenadines,2021,Gold,Import,834,0.122,
South Africa,2021,Gold,Import,539,0.293,4.609059
Spain,2021,Gold,Import,1217,0.096,3.093135
Switzerland,2021,Gold,Import,135555,,0.5818142
United Arab Emirates,2021,Gold,Import,438531901,7.777,0.18
United Arab Emirates,2021,Gold,Import,860061,0.016,0.18
United Kingdom,2021,Gold,Import,414,0.124,2.5
Bahrain,2021,Gold,Import,726385,0.013,-0.606319385140896
Bulgaria,2021,Gold,Import,28091,10.121,2.7867325497900497
Canada,2021,Gold,Import,17233,11.213,3.395193
China,2021,Gold,Import,38263,29.0,0.9
France,2021,Gold,Import,12806,4.125,1.642331
Djibouti,2021,Gold,Import,7802,3.0,1.18
"China, Hong Kong SAR",2021,Gold,Import,3616450,0.063,1.5687583444592894
Japan,2021,Gold,Import,115272,64.376,-0.2333528
Rep. of Korea,2021,Gold,Import,258454,130.205,
Nepal,2021,Gold,Import,19440,,3.599
Panama,2021,Gold,Import,11238,3.5,1.63070337301891
Philippines,2021,Gold,Import,2291,1.542,3.927180221003267
Qatar,2021,Gold,Import,8723,4.484,2.30446565742003
Qatar,2021,Gold,Import,4116117,0.082,2.30446565742003
Russian Federation,2021,Gold,Import,233592,96.253,6.694456
India,2021,Gold,Import,160055,119.011,4.890086
Singapore,2021,Gold,Import,801,0.1,2.30485959040487
Switzerland,2021,Gold,Import,2223132,1.227,0.5818142
United Arab Emirates,2021,Gold,Import,356871,137.702,0.18
United Arab Emirates,2021,Gold,Import,14990419,0.268,0.18
Egypt,2021,Gold,Import,23506,13.577,5.206324720401053
United Kingdom,2021,Gold,Import,70140,20.737,2.5
Botswana,2021,Gold,Import,171,0.07,7.24097765588449
South Africa,2021,Gold,Import,440147873,8.11,4.609059
South Africa,2021,Gold,Import,435060848,7.493,4.609059
Spain,2021,Gold,Import,75,0.003,3.093135
United Arab Emirates,2021,Gold,Import,750502,0.014,0.18
United Kingdom,2021,Gold,Import,1518,0.497,2.5
Afghanistan,2021,Gold,Import,39764,28.04,5.062
Albania,2021,Gold,Import,131971,77.656,2.04147163139546
Angola,2021,Gold,Import,14005,11.712,23.846111090525053
Antigua and Barbuda,2021,Gold,Import,24492,1.849,1.627
Azerbaijan,2021,Gold,Import,8929,7.62,6.65029912708779
Argentina,2021,Gold,Import,1271,0.55,48.40938
Australia,2021,Gold,Import,1427522,979.773,2.82
Austria,2021,Gold,Import,1239281,721.412,2.766667
Austria,2021,Gold,Import,24855,,2.766667
Austria,2021,Gold,Import,6225,0.001,2.766667
Bahamas,2021,Gold,Import,996,0.002,2.905
Bahrain,2021,Gold,Import,115676,8.957,-0.606319385140896
Bangladesh,2021,Gold,Import,12748,8.596,5.306676405021073
Belgium,2021,Gold,Import,26723825,25523.541,2.440248
Belgium,2021,Gold,Import,788422,0.122,2.440248
Belgium,2021,Gold,Import,34135012,0.75,2.440248
Belgium,2021,Gold,Import,20637151,0.347,2.440248
Bosnia Herzegovina,2021,Gold,Import,27524,29.155,1.98163900587616
Brazil,2021,Gold,Import,33501,24.003,8.30166
Bulgaria,2021,Gold,Import,78165,19.81,2.7867325497900497
Bulgaria,2021,Gold,Import,402,,2.7867325497900497
Bulgaria,2021,Gold,Import,11215,0.001,2.7867325497900497
Myanmar,2021,Gold,Import,2958,1.02,5.026
Belarus,2021,Gold,Import,74700,59.478,9.46028389623105
Cameroon,2021,Gold,Import,54,0.024,2.273371104815898
Canada,2021,Gold,Import,1216739,1151.022,3.395193
Canada,2021,Gold,Import,1957,,3.395193
Cabo Verde,2021,Gold,Import,16140,9.678,1.863
Central African Rep.,2021,Gold,Import,28404,13.505,4.264
Sri Lanka,2021,Gold,Import,3205,0.927,7.01478071238188
Chad,2021,Gold,Import,6833,5.5,-0.7728443703591402
Chile,2021,Gold,Import,545367,432.527,4.524569
China,2021,Gold,Import,9938,0.001,0.9
Colombia,2021,Gold,Import,83489,51.22,3.495146
Congo,2021,Gold,Import,4673,2.839,1.969
Dem. Rep. of the Congo,2021,Gold,Import,15675,13.208,8.989
Costa Rica,2021,Gold,Import,13684,5.362,1.726478
Croatia,2021,Gold,Import,174931,97.665,2.5545069964204297
Croatia,2021,Gold,Import,303,,2.5545069964204297
Croatia,2021,Gold,Import,354,,2.5545069964204297
Cyprus,2021,Gold,Import,550333,297.981,0.492
Cyprus,2021,Gold,Import,5703,,0.492
Cyprus,2021,Gold,Import,4788,,0.492
Czechia,2021,Gold,Import,868060,853.901,3.839845
Czechia,2021,Gold,Import,3399,,3.839845
Czechia,2021,Gold,Import,120427,0.002,3.839845
Denmark,2021,Gold,Import,1308541,962.857,1.853045
Denmark,2021,Gold,Import,82440,0.004,1.853045
Denmark,2021,Gold,Import,5082,0.01,1.853045
Dominica,2021,Gold,Import,4128,2.142,1.571
Dominican Rep.,2021,Gold,Import,1346,0.948,8.24292075447792
Equatorial Guinea,2021,Gold,Import,53001,38.214,-0.094
Eritrea,2021,Gold,Import,2221,1.56,6.642
Estonia,2021,Gold,Import,57742,31.295,4.653167
Estonia,2021,Gold,Import,4282,,4.653167
Estonia,2021,Gold,Import,71477,0.008,4.653167
Finland,2021,Gold,Import,914526,274.794,2.194574
Finland,2021,Gold,Import,429636,0.007,2.194574
Finland,2021,Gold,Import,9162,0.001,2.194574
France,2021,Gold,Import,21335076,17611.516,1.642331
France,2021,Gold,Import,289,,1.642331
France,2021,Gold,Import,933453,0.055,1.642331
France,2021,Gold,Import,44956,0.01,1.642331
French Polynesia,2021,Gold,Import,16741,9.69,
Gabon,2021,Gold,Import,6544,2.311,1.079
Georgia,2021,Gold,Import,6665,2.355,9.56691433824767
Gambia,2021,Gold,Import,16716,18.831,7.37
Germany,2021,Gold,Import,49161255,38044.045,3.14297
Germany,2021,Gold,Import,103527784,1.807,3.14297
Germany,2021,Gold,Import,8263110,0.359,3.14297
Ghana,2021,Gold,Import,12129,8.6,9.972420620889597
Gibraltar,2021,Gold,Import,4357,3.055,
Greece,2021,Gold,Import,698632,486.278,1.223826
Greece,2021,Gold,Import,957,,1.223826
Greece,2021,Gold,Import,3466,0.002,1.223826
Guatemala,2021,Gold,Import,179708,146.865,4.26105127422819
Guatemala,2021,Gold,Import,2632,,4.26105127422819
Guinea,2021,Gold,Import,5632,4.16,12.597
Guyana,2021,Gold,Import,2399,2.08,3.321
"China, Hong Kong SAR",2021,Gold,Import,881776,163.936,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,52941,0.001,1.5687583444592894
"China, Hong Kong SAR",2021,Gold,Import,56,,1.5687583444592894
Hungary,2021,Gold,Import,1292696,1138.909,5.110965
Hungary,2021,Gold,Import,21404,,5.110965
Hungary,2021,Gold,Import,42802,0.001,5.110965
Iceland,2021,Gold,Import,68092,49.982,4.444243
Iraq,2021,Gold,Import,64617,37.384,6.041864890580366
Ireland,2021,Gold,Import,1227283,678.06,2.358143
Ireland,2021,Gold,Import,17451,,2.358143
Ireland,2021,Gold,Import,14679,0.001,2.358143
Israel,2021,Gold,Import,195436,67.523,1.492288
Italy,2021,Gold,Import,9636291,6899.172,1.873783
Italy,2021,Gold,Import,154507,0.176,1.873783
Italy,2021,Gold,Import,2325363,0.198,1.873783
CÃ´te d'Ivoire,2021,Gold,Import,1723,0.991,
Japan,2021,Gold,Import,1672518,694.011,-0.2333528
Japan,2021,Gold,Import,3451,,-0.2333528
Kazakhstan,2021,Gold,Import,15827,4.035,8.002
Jordan,2021,Gold,Import,21971,5.75,1.3468957103762198
Kenya,2021,Gold,Import,1698,0.15,6.11090916378165
Rep. of Korea,2021,Gold,Import,376938,236.565,
Kuwait,2021,Gold,Import,30060,19.933,3.4236294760917554
Lao People's Dem. Rep.,2021,Gold,Import,5754,3.24,3.75562036658905
Lebanon,2021,Gold,Import,19154,8.308,154.75867734647767
Latvia,2021,Gold,Import,158445,118.369,3.275814
Latvia,2021,Gold,Import,326,,3.275814
Latvia,2021,Gold,Import,2153,,3.275814
Liberia,2021,Gold,Import,1024,1.055,7.816
Libya,2021,Gold,Import,5508,2.5,2.769
Lithuania,2021,Gold,Import,269321,122.502,4.683544
Lithuania,2021,Gold,Import,3023,,4.683544
Lithuania,2021,Gold,Import,106810,0.002,4.683544
Luxembourg,2021,Gold,Import,259995,111.433,2.52692
Luxembourg,2021,Gold,Import,15527814,0.265,2.52692
Luxembourg,2021,Gold,Import,2770,0.001,2.52692
"China, Macao SAR",2021,Gold,Import,1339,,0.02680224814006204
Malaysia,2021,Gold,Import,5602,1.592,2.47710241465445
Maldives,2021,Gold,Import,34305,14.538,0.543149688736981
Mali,2021,Gold,Import,37673,20.256,3.92560283104272
Malta,2021,Gold,Import,43003,24.759,1.5
Malta,2021,Gold,Import,251011,0.004,1.5
Malta,2021,Gold,Import,1500,,1.5
Mauritania,2021,Gold,Import,28180,19.63,3.767
Mauritius,2021,Gold,Import,27721,12.562,4.02852888157379
Mexico,2021,Gold,Import,261558,213.566,5.689209
"Other Asia, nes",2021,Gold,Import,76883,50.876,
Mongolia,2021,Gold,Import,2136,1.125,7.09856418148988
Rep. of Moldova,2021,Gold,Import,5764,4.706,
Montenegro,2021,Gold,Import,41166,26.346,2.41080198403167
Morocco,2021,Gold,Import,6856,3.675,1.3988288874430468
Mozambique,2021,Gold,Import,1612,1.746,5.688486991266179
Oman,2021,Gold,Import,192512,22.879,1.5466370558375635
Oman,2021,Gold,Import,22187,0.006,1.5466370558375635
CuraÃ§ao,2021,Gold,Import,156627,56.599,
Aruba,2021,Gold,Import,212188,135.077,0.744
Saint Maarten,2021,Gold,Import,86995,10.584,
Bonaire,2021,Gold,Import,462580,139.649,
New Zealand,2021,Gold,Import,439148,310.043,3.941
Niger,2021,Gold,Import,1248,1.05,3.83786802840503
Nigeria,2021,Gold,Import,7876,4.1,16.952790783419484
Norway,2021,Gold,Import,344839,268.145,3.483881
Norway,2021,Gold,Import,1755,,3.483881
Norway,2021,Gold,Import,113347,0.007,3.483881
Panama,2021,Gold,Import,2665,0.489,1.63070337301891
Papua New Guinea,2021,Gold,Import,6166,4.8,4.485
Paraguay,2021,Gold,Import,18387,16.92,4.78798310123612
Poland,2021,Gold,Import,3514424,3706.671,5.1
Poland,2021,Gold,Import,52502,0.001,5.1
Poland,2021,Gold,Import,13583,0.002,5.1
Portugal,2021,Gold,Import,254256,248.913,1.265657
Portugal,2021,Gold,Import,477,,1.265657
Portugal,2021,Gold,Import,3755,,1.265657
Qatar,2021,Gold,Import,499955,53.869,2.30446565742003
Romania,2021,Gold,Import,1316757,527.94,5.0462755023424695
Romania,2021,Gold,Import,19337,,5.0462755023424695
Romania,2021,Gold,Import,26063,0.002,5.0462755023424695
Russian Federation,2021,Gold,Import,2387,1.433,6.694456
Saint Kitts and Nevis,2021,Gold,Import,2355,0.148,
Saint Vincent and the Grenadines,2021,Gold,Import,6994,0.562,
Saudi Arabia,2021,Gold,Import,288756,214.844,3.06329
Senegal,2021,Gold,Import,83,0.1,2.180322780881455
Serbia,2021,Gold,Import,22101,3.965,4.08510285335103
Seychelles,2021,Gold,Import,3371,0.439,9.77
Sierra Leone,2021,Gold,Import,33077,7.559,11.874
India,2021,Gold,Import,81962,13.137,4.890086
Singapore,2021,Gold,Import,496636,24.415,2.30485959040487
Singapore,2021,Gold,Import,17981,0.001,2.30485959040487
Slovakia,2021,Gold,Import,571862,390.351,
Slovakia,2021,Gold,Import,4209,,
Slovakia,2021,Gold,Import,7237,0.001,
Viet Nam,2021,Gold,Import,3726,0.703,1.83471554810462
Slovenia,2021,Gold,Import,162689,164.39,1.917065
Slovenia,2021,Gold,Import,4128,,1.917065
Slovenia,2021,Gold,Import,1508,,1.917065
Somalia,2021,Gold,Import,24680,21.18,
South Africa,2021,Gold,Import,435784,360.603,4.609059
Zimbabwe,2021,Gold,Import,4597,0.874,98.546
Spain,2021,Gold,Import,10235083,10293.885,3.093135
Spain,2021,Gold,Import,12874,,3.093135
Spain,2021,Gold,Import,1545488,0.033,3.093135
Sudan,2021,Gold,Import,8370,5.85,359.0910059588699
Suriname,2021,Gold,Import,54005,18.469,59.1117096483868
Suriname,2021,Gold,Import,35482,0.001,59.1117096483868
Eswatini,2021,Gold,Import,1257,0.981,
Sweden,2021,Gold,Import,3708826,1785.375,2.163197
Sweden,2021,Gold,Import,37292,0.001,2.163197
Sweden,2021,Gold,Import,2335,0.001,2.163197
Switzerland,2021,Gold,Import,918341,607.979,0.5818142
Switzerland,2021,Gold,Import,2197,0.002,0.5818142
Switzerland,2021,Gold,Import,3512,,0.5818142
Thailand,2021,Gold,Import,5041,1.827,1.23039541318382
Thailand,2021,Gold,Import,1591,,1.23039541318382
United Arab Emirates,2021,Gold,Import,2576039,190.591,0.18
United Arab Emirates,2021,Gold,Import,41384771,0.696,0.18
United Arab Emirates,2021,Gold,Import,150899,0.004,0.18
TÃ¼rkiye,2021,Gold,Import,46031,18.925,
TÃ¼rkiye,2021,Gold,Import,5468037,0.168,
TÃ¼rkiye,2021,Gold,Import,43143,,
Ukraine,2021,Gold,Import,147634,71.585,9.360625035712141
North Macedonia,2021,Gold,Import,27,0.01,
Egypt,2021,Gold,Import,11418,3.532,5.206324720401053
United Kingdom,2021,Gold,Import,18141729,10338.312,2.5
United Kingdom,2021,Gold,Import,38575,0.006,2.5
United Kingdom,2021,Gold,Import,29309,0.003,2.5
United Kingdom,2021,Gold,Import,99739583,1.778,2.5
USA,2021,Gold,Import,22229593,17336.771,
USA,2021,Gold,Import,46817,0.048,
Burkina Faso,2021,Gold,Import,6609,5.97,3.8479999999999923
Uruguay,2021,Gold,Import,86826,82.429,7.74791402314763
Uzbekistan,2021,Gold,Import,463,0.306,10.690866606879872
Austria,2021,Gold,Import,141,0.035,2.766667
USA,2021,Gold,Import,799773,0.018,
France,2021,Gold,Import,4910,,1.642331
France,2021,Gold,Import,30448,0.002,1.642331
France,2021,Gold,Import,13251,0.001,1.642331
New Zealand,2021,Gold,Import,407,0.043,3.941
Australia,2021,Gold,Import,3210551,2578.904,2.82
Australia,2021,Gold,Import,10260,,2.82
Australia,2021,Gold,Import,310201358,6.012,2.82
Australia,2021,Gold,Import,6070286,0.131,2.82
Austria,2021,Gold,Import,873,0.349,2.766667
Bahrain,2021,Gold,Import,3814,2.1,-0.606319385140896
Barbados,2021,Gold,Import,26,,3.064
Solomon Isds,2021,Gold,Import,3291,1.783,
Canada,2021,Gold,Import,1201,0.3,3.395193
Canada,2021,Gold,Import,8354,,3.395193
China,2021,Gold,Import,8007,22.401,0.9
Cook Isds,2021,Gold,Import,12771,3.988,
Fiji,2021,Gold,Import,18734,9.626,0.156
Fiji,2021,Gold,Import,7736,0.001,0.156
French Polynesia,2021,Gold,Import,728,0.001,
Germany,2021,Gold,Import,4402,,3.14297
Kiribati,2021,Gold,Import,7985,2.573,3.0
"China, Hong Kong SAR",2021,Gold,Import,32400,3.313,1.5687583444592894
Japan,2021,Gold,Import,8769336,3504.51,-0.2333528
Rep. of Korea,2021,Gold,Import,428,0.2,
Rep. of Korea,2021,Gold,Import,96,,
Kuwait,2021,Gold,Import,112046,60.0,3.4236294760917554
Malaysia,2021,Gold,Import,1096,0.448,2.47710241465445
